,co2,co2_detrended,rising
1961-04-01,319.4,2.197608887864817,True
1961-04-08,319.5,2.286254522958359,True
1961-04-15,318.9,1.6748733918487346,True
1961-04-22,319.7,2.463465519252111,True
1961-04-29,319.6,2.3520309298738766,True
1961-05-06,320.6,3.340569648408689,True
1961-05-13,320.4,3.1290816995405066,True
1961-05-20,320.6,3.3175671079425797,False
1961-05-27,320.3,3.0060258982773576,False
1961-06-03,320.0,2.6944580951964667,False
1961-06-10,320.0,2.6828637233409722,False
1961-06-17,319.6,2.271242807341139,False
1961-06-24,319.4,2.0595953718163287,False
1961-07-01,319.2,1.8479214413754903,False
1961-07-08,319.0,1.6362210406164763,False
1961-07-15,318.4,1.024494194126646,False
1961-07-22,317.1,-0.28725907351741853,False
1961-07-29,317.9,0.5009612622499162,False
1961-08-05,317.9,0.4891552259837795,False
1961-08-12,317.3,-0.12267715777136345,False
1961-08-19,316.7,-0.7345358644821545,False
1961-08-26,315.2,-2.2464208696256946,False
1961-09-02,315.2,-2.258332148689817,False
1961-09-09,314.9,-2.5702696771732576,False
1961-09-16,314.5,-2.9822334305853246,True
1961-09-23,315.0,-2.4942233844462294,True
1961-09-30,315.6,-1.9062395142867672,True
1961-10-07,314.9,-2.61828179564867,True
1961-10-14,315.4,-2.130350204084152,True
1961-10-21,315.4,-2.142444715156387,True
1961-10-28,315.7,-1.8545653044391202,True
1961-11-04,315.8,-1.766711947516967,True
1961-11-11,315.7,-1.8788846199852856,True
1961-11-18,316.2,-1.391083297450109,True
1961-11-25,316.5,-1.1033079555281802,True
1961-12-02,316.5,-1.11555856984711,True
1961-12-09,317.0,-0.6278351160451052,True
1961-12-16,316.9,-0.7401375697712069,True
1961-12-23,317.1,-0.5524659066851427,True
1961-12-30,317.4,-0.2648201024575201,True
1962-01-06,317.9,0.2227998672305489,True
1962-01-13,318.1,0.4103940266871291,True
1962-01-20,318.0,0.29796240020931464,True
1962-01-27,317.7,-0.01449498791617998,True
1962-02-03,318.0,0.27302188658632076,True
1962-02-10,318.3,0.5605130479819991,True
1962-02-17,318.9,1.1479785205250437,True
1962-02-24,319.3,1.5354183284591727,True
1962-03-03,319.2,1.4228324960171221,True
1962-03-10,319.4,1.610221047421021,True
1962-03-17,319.9,2.0975840068822436,True
1962-03-24,319.7,1.8849213986014206,True
1962-03-31,320.2,2.37223324676836,True
1962-04-07,320.2,2.359519575562274,True
1962-04-14,321.0,3.1467804091515745,True
1962-04-21,320.7,2.834015771693771,True
1962-04-28,320.3,2.4212256873360047,True
1962-05-05,320.8,2.9084101802142186,True
1962-05-12,320.7,2.79556927445401,True
1962-05-19,321.0,3.082702994170006,True
1962-05-26,321.1,3.169811363466181,False
1962-06-02,320.9,2.9568944064356515,False
1962-06-09,320.8,2.843952147161076,False
1962-06-16,320.5,2.5309846097140962,False
1962-06-23,320.1,2.1179918181556445,False
1962-06-30,320.2,2.2049737965360237,False
1962-07-07,320.1,2.0919305688947816,False
1962-07-14,319.9,1.8788621592605637,False
1962-07-21,319.0,0.9657685916515675,False
1962-07-28,318.7,0.6526498900749971,False
1962-08-04,318.6,0.5395060785273813,False
1962-08-11,317.2,-0.8736628190054603,False
1962-08-18,317.4,-0.6868567785484743,False
1962-08-25,317.2,-0.9000757761372711,False
1962-09-01,317.0,-1.1133197878182841,False
1962-09-08,316.8,-1.3265887896486674,False
1962-09-15,316.6,-1.5398827576963754,False
1962-09-22,315.7,-2.4532016680400943,False
1962-09-29,315.9,-2.2665454967690266,False
1962-10-06,315.1,-3.0799142199833227,False
1962-10-13,315.4,-2.7933078137940015,True
1962-10-20,315.7,-2.506726254322473,True
1962-10-27,315.7,-2.520169517701163,True
1962-11-03,315.9,-2.333637580073116,True
1962-11-10,316.4,-1.8471304175922114,True
1962-11-17,316.9,-1.3606480064229345,True
1962-11-24,317.0,-1.2741903227405942,True
1962-12-01,317.1,-1.1877573427312882,True
1962-12-08,317.3,-1.0013490425917553,True
1962-12-15,317.6,-0.7149653985295572,True
1962-12-22,318.1,-0.22860638676291956,True
1962-12-29,318.3,-0.042271983520834056,True
1963-01-05,318.5,0.1440378349569187,True
1963-01-12,318.7,0.33032309241986013,True
1963-01-19,318.9,0.5165838126068252,True
1963-01-26,318.8,0.4028200192458371,True
1963-02-02,318.7,0.28903173605408483,True
1963-02-09,318.9,0.47521898673824126,True
1963-02-16,319.1,0.6613817949940994,True
1963-02-23,319.3,0.8475201845067204,True
1963-03-02,319.3,0.8336341789503763,True
1963-03-09,319.7,1.2197238019887209,True
1963-03-16,319.8,1.3057890772745964,True
1963-03-23,320.3,1.7918300284501356,True
1963-03-30,320.2,1.6778466791466258,True
1963-04-06,320.3,1.7638390529848493,True
1963-04-13,320.9,2.349807173574561,True
1963-04-20,322.0,3.4357510645149887,True
1963-04-27,321.9,3.321670749394457,True
1963-05-04,321.9,3.3075662517907176,True
1963-05-11,321.9,3.293437595270632,True
1963-05-18,322.2,3.5792848033904647,False
1963-05-25,322.2,3.565107899695647,False
1963-06-01,322.3,3.6509069077208096,False
1963-06-08,322.0,3.336681850989976,False
1963-06-15,321.8,3.122432753016369,False
1963-06-22,320.8,2.1081596373024922,False
1963-06-29,320.4,1.693862527340002,False
1963-07-06,320.1,1.3795414466100624,False
1963-07-13,319.8,1.0651964185827865,False
1963-07-20,319.5,0.7508274667177375,False
1963-07-27,319.0,0.23643461446368974,False
1963-08-03,318.6,-0.17798211474121217,False
1963-08-10,318.2,-0.5924226974698854,False
1963-08-17,317.7,-1.1068871103055358,False
1963-08-24,317.1,-1.7213753298424308,False
1963-08-31,316.4,-2.4358873326855246,False
1963-09-07,316.8,-2.0504230954504123,False
1963-09-14,315.9,-2.964982594763626,False
1963-09-21,316.0,-2.879565807262111,False
1963-09-28,315.9,-2.994172709593954,True
1963-10-05,316.2,-2.7088032784176335,True
1963-10-12,315.6,-3.323457490402518,True
1963-10-19,316.1,-2.8381353222287657,True
1963-10-26,316.3,-2.652836750587255,True
1963-11-02,316.6,-2.3675617521794834,True
1963-11-09,316.8,-2.182310303717884,True
1963-11-16,317.1,-1.8970823819253724,True
1963-11-23,317.3,-1.7118779635358692,True
1963-11-30,317.5,-1.5266970252939132,True
1963-12-07,318.0,-1.041539543954741,True
1963-12-14,318.2,-0.8564054962844239,True
1963-12-21,318.5,-0.5712948590597193,True
1963-12-28,318.7,-0.38620760906809437,True
1964-01-04,319.0,-0.10114372310783892,True
1964-01-11,319.4,0.28389682201202504,True
1964-01-18,319.8,0.6689140494718231,True
1964-01-25,319.91578947368424,0.7696974561253,True
1964-02-01,320.0315789473684,0.8704575914469501,True
1964-02-08,320.14736842105265,0.9711944785849482,True
1964-02-15,320.2631578947369,1.0719081406765554,True
1964-02-22,320.37894736842105,1.1725986008482323,True
1964-02-29,320.4947368421053,1.2732658822159237,True
1964-03-07,320.61052631578946,1.3739100078846604,True
1964-03-14,320.7263157894737,1.4745310009488435,True
1964-03-21,320.8421052631579,1.5751288844920737,True
1964-03-28,320.9578947368421,1.6757036815870947,True
1964-04-04,321.0736842105263,1.7762554152961911,True
1964-04-11,321.18947368421055,1.8767841086706767,True
1964-04-18,321.30526315789473,1.9772897847511217,True
1964-04-25,321.42105263157896,2.0777724665675805,True
1964-05-02,321.53684210526313,2.17823217713908,True
1964-05-09,321.65263157894736,2.278668939474187,True
1964-05-16,321.7684210526316,2.379082776570442,True
1964-05-23,321.88421052631577,2.479473711414812,True
1964-05-30,322.0,2.5798417669835203,True
1964-06-06,322.0,2.564397492557873,False
1964-06-13,321.8333333333333,2.382263718109982,False
1964-06-20,321.6666666666667,2.2001071332506967,False
1964-06-27,321.5,2.0179277609130963,False
1964-07-04,321.1,1.6023922906863959,False
1964-07-11,319.9,0.3868340788156388,False
1964-07-18,320.2,0.6712531482019699,False
1964-07-25,320.0,0.45564952173555184,False
1964-08-01,319.1,-0.4599767777040711,False
1964-08-08,318.85,-0.7256257272480298,False
1964-08-15,318.6,-0.991297304038369,False
1964-08-22,318.2,-1.4069914852277634,False
1964-08-29,318.1,-1.5227082479795513,False
1964-09-05,317.4,-2.2384475694680077,False
1964-09-12,316.5,-3.1542094268779124,False
1964-09-19,315.5,-4.169993797405027,False
1964-09-26,317.0,-2.6858006582557437,True
1964-10-03,316.9,-2.8016299866471286,True
1964-10-10,316.5,-3.217481759807015,True
1964-10-17,316.8,-2.933355954974104,True
1964-10-24,317.0,-2.7492525493976814,True
1964-10-31,317.6,-2.1651715203378785,True
1964-11-07,317.7,-2.0811128450656042,True
1964-11-14,317.6,-2.197076500862238,True
1964-11-21,317.5,-2.3130624650202662,True
1964-11-28,318.1,-1.729070714842635,True
1964-12-05,318.4,-1.4451012276432493,True
1964-12-12,318.5,-1.3611539807465078,True
1964-12-19,318.9,-0.9772289514878025,True
1964-12-26,318.9,-0.993326117213087,True
1965-01-02,319.0,-0.9094454552790694,True
1965-01-09,319.1,-0.8255869430532812,True
1965-01-16,319.1,-0.8417505579140538,True
1965-01-23,319.7,-0.2579362772503373,True
1965-01-30,320.1,0.12585592153828884,True
1965-02-06,320.2,0.20962606104120596,True
1965-02-13,320.1,0.09337416383738173,True
1965-02-20,320.7,0.6771002524946539,True
1965-02-27,320.8,0.7608043495705488,True
1965-03-06,321.0,0.9444864776115196,True
1965-03-13,320.9,0.8281466591533899,True
1965-03-20,320.4,0.3117849167214217,True
1965-03-27,321.4,1.2954012728297926,True
1965-04-03,321.9,1.7789957499822435,True
1965-04-10,322.2,2.062568370671613,True
1965-04-17,322.1,1.9461191573800534,True
1965-04-24,321.8,1.6296481325788363,False
1965-05-01,322.4,2.2131553187287523,False
1965-05-08,322.2,1.9966407382797229,False
1965-05-15,321.9,1.680104413670847,False
1965-05-22,321.6,1.3635463673306276,False
1965-05-29,322.2,1.9469666216766086,False
1965-06-05,321.8,1.5303651991159768,True
1965-06-12,321.7,1.4137421220447663,True
1965-06-19,321.7,1.3970974128484954,True
1965-06-26,321.9,1.5804310939019501,False
1965-07-03,321.9,1.5637431875690595,False
1965-07-10,321.8,1.4470337162031228,False
1965-07-17,321.7,1.3303027021465255,False
1965-07-24,320.4,0.013550167731182228,False
1965-07-31,319.4,-1.0032238647219174,False
1965-08-07,319.4,-1.0200193729024818,False
1965-08-14,318.0,-2.4368363345109856,False
1965-08-21,318.8,-1.6536747272586467,False
1965-08-28,318.7,-1.7705345288673584,False
1965-09-04,318.3,-2.1874157170697686,False
1965-09-11,318.0,-2.504318269609371,False
1965-09-18,318.2,-2.3212421642402887,False
1965-09-25,316.8,-3.738187378727332,False
1965-10-02,316.6,-3.9551538908462476,False
1965-10-09,317.2,-3.3721416783834,True
1965-10-16,317.8,-2.7891507191358187,True
1965-10-23,317.5,-3.1061809909114686,True
1965-10-30,317.6,-3.0232324715288996,True
1965-11-06,318.3,-2.3403051388174276,True
1965-11-13,319.2,-1.4573989706171915,True
1965-11-20,318.9,-1.7745139447789597,True
1965-11-27,319.1,-1.5916500391642217,True
1965-12-04,319.0,-1.7088072316454372,True
1965-12-11,319.3,-1.4259855001055257,True
1965-12-18,319.3,-1.4431848224383543,True
1965-12-25,319.7,-1.0604051765484428,True
1966-01-01,319.6,-1.1776465403509064,True
1966-01-08,320.4,-0.3949088917719905,True
1966-01-15,320.6,-0.21219220874814937,True
1966-01-22,321.0,0.17050353077286218,True
1966-01-29,321.1,0.2531783488329893,True
1966-02-05,321.2,0.33583226746316086,True
1966-02-12,321.7,0.8184653086837557,True
1966-02-19,321.6,0.7010774945043181,True
1966-02-26,321.8,0.8836688469236265,True
1966-03-05,322.1,1.1662393879297497,True
1966-03-12,322.1,1.1487891395000247,True
1966-03-19,322.5,1.5313181236010678,True
1966-03-26,322.8,1.8138263621887631,True
1966-04-02,323.5,2.496313877208138,True
1966-04-09,323.6,2.5787806905936463,True
1966-04-16,323.8,2.7612268242688174,True
1966-04-23,323.9,2.843652300146573,True
1966-04-30,323.5,2.42605714012916,True
1966-05-07,324.0,2.9084413661078656,True
1966-05-14,324.1,2.9908049999634727,True
1966-05-21,323.7,2.573148063565725,True
1966-05-28,324.3,3.155470578774043,False
1966-06-04,324.0,2.837772567436673,False
1966-06-11,323.8,2.6200540513914916,False
1966-06-18,323.7,2.502315052465292,False
1966-06-25,323.3,2.0845555924744303,False
1966-07-02,322.8,1.566775693224315,False
1966-07-09,322.9,1.6489753765097248,False
1966-07-16,322.5,1.2311546641146833,False
1966-07-23,322.1,0.813313577812437,False
1966-07-30,321.7,0.3954521393654886,False
1966-08-06,321.3,-0.02242962947440219,False
1966-08-13,320.8,-0.5403317069661284,False
1966-08-20,319.1,-2.2582540713793833,False
1966-08-27,319.6,-1.776196700994717,False
1966-09-03,319.9,-1.4941595741032643,False
1966-09-10,318.2,-3.2121426690068233,False
1966-09-17,318.4,-3.0301459640182316,False
1966-09-24,318.3,-3.1481694374607514,False
1966-10-01,317.9,-3.5662130676686274,False
1966-10-08,317.9,-3.5842768329866885,True
1966-10-15,318.2,-3.3023607117705183,True
1966-10-22,318.6,-2.92046468238658,True
1966-10-29,318.3,-3.238588723211933,True
1966-11-05,318.9,-2.6567328126344023,True
1966-11-12,319.5,-2.0748969290526134,True
1966-11-19,320.0,-1.59308105087581,True
1966-11-26,320.2,-1.4112851565241726,True
1966-12-03,320.8,-0.8295092244284206,True
1966-12-10,320.8,-0.8477532330301187,True
1966-12-17,321.1,-0.5660171607815982,True
1966-12-24,321.3,-0.3843009861458313,True
1966-12-31,321.3,-0.4026046875966358,True
1967-01-07,321.9,0.179071756381461,True
1967-01-14,322.9,1.1607283672933022,True
1967-01-21,322.6333333333333,0.8756984999661768,True
1967-01-28,322.3666666666667,0.5906488425500243,True
1967-02-04,322.1,0.3055794165173893,False
1967-02-11,322.2,0.38715690999663366,False
1967-02-18,322.8,0.9687146777723115,True
1967-02-25,322.6,0.7502527412846121,True
1967-03-04,322.9,1.031771121963061,True
1967-03-11,322.6,0.7132698412266336,True
1967-03-18,323.3,1.3947489204832664,True
1967-03-25,323.2,1.2762083811303455,True
1967-04-01,323.1,1.1576482445545366,True
1967-04-08,324.2,2.2390685321316255,True
1967-04-15,324.4,2.4204692652267568,True
1967-04-22,324.6,2.6018504651944454,True
1967-04-29,325.1,3.083212153378156,True
1967-05-06,325.2,3.1645543511107803,True
1967-05-13,324.7,2.645877079714637,False
1967-05-20,325.0,2.9271803605010405,False
1967-05-27,324.9,2.808464214770652,False
1967-06-03,324.9,2.7897286638134915,False
1967-06-10,324.6,2.4709737289087457,False
1967-06-17,323.3,1.1521994313247887,False
1967-06-24,323.5,1.333405792319411,False
1967-07-01,322.8,0.6145928331396249,False
1967-07-08,322.8,0.5957605750215862,False
1967-07-15,322.4,0.17690903919077527,False
1967-07-22,322.4,0.15803824686202006,False
1967-07-29,322.0,-0.26085178076061766,False
1967-08-05,321.6,-0.6797610224839445,False
1967-08-12,321.4,-0.8986894571254993,False
1967-08-19,320.4,-1.9176370635133253,False
1967-08-26,320.0,-2.3366038204864594,False
1967-09-02,320.0,-2.355589706894534,False
1967-09-09,319.4,-2.9745947015981073,False
1967-09-16,319.3,-3.0936187834681164,False
1967-09-23,319.0,-3.412661931386708,False
1967-09-30,318.8,-3.631724124246432,True
1967-10-07,318.8,-3.650805340950626,True
1967-10-14,319.8,-2.669905560413497,True
1967-10-21,319.4,-3.0890247615599264,True
1967-10-28,319.8,-2.7081629233254034,True
1967-11-04,320.0,-2.527320024656433,True
1967-11-11,320.3,-2.2464960445099678,True
1967-11-18,320.9,-1.6656909618540112,True
1967-11-25,321.5,-1.084904755666912,True
1967-12-02,321.4,-1.2041374049381943,True
1967-12-09,321.8,-0.8233888886677505,True
1967-12-16,322.2,-0.44265918586654607,True
1967-12-23,321.9,-0.7619482755559375,True
1967-12-30,322.3,-0.38125613676828607,True
1968-01-06,322.4,-0.30058274854661704,True
1968-01-13,322.5,-0.21992808994463076,True
1968-01-20,322.5,-0.2392921400269188,True
1968-01-27,322.8,0.04132512213141126,True
1968-02-03,322.6,-0.17807628255576446,True
1968-02-10,323.1,0.302503666814971,True
1968-02-17,323.4,0.5830649911359842,True
1968-02-24,323.1,0.2636077112892963,True
1968-03-02,323.1,0.24413184814579836,True
1968-03-09,323.8,0.9246374225659224,True
1968-03-16,323.8,0.9051244553991751,True
1968-03-23,324.2,1.2855929674843765,True
1968-03-30,324.7,1.7660429796496828,True
1968-04-06,324.7,1.7464745127124388,True
1968-04-13,325.0,2.026887587479223,True
1968-04-20,324.8,1.807282224746018,True
1968-04-27,325.4,2.3876584452978022,True
1968-05-04,325.6,2.568016269909151,True
1968-05-11,325.0,1.9483557193435104,True
1968-05-18,325.5,2.4286768143539916,True
1968-05-25,325.8,2.7089795756826334,False
1968-06-01,325.6,2.489264024060958,False
1968-06-08,325.7,2.569530180209597,False
1968-06-15,325.5,2.3497780648385174,False
1968-06-22,324.9,1.7300076986469435,False
1968-06-29,324.6,1.4102191023233672,False
1968-07-06,324.7,1.4904122965454576,False
1968-07-13,324.1,0.8705873019803221,False
1968-07-20,323.9,0.6507441392840292,False
1968-07-27,323.4,0.1308828291022337,False
1968-08-03,322.4,-0.8889966079303235,False
1968-08-10,322.2,-1.108894151189645,False
1968-08-17,322.0,-1.3288097800624428,False
1968-08-24,321.7,-1.6487434739461264,False
1968-08-31,321.4,-1.9686952122489174,False
1968-09-07,320.4,-2.988664974389792,False
1968-09-14,321.1,-2.3086527397982763,False
1968-09-21,319.7,-3.728658487915027,False
1968-09-28,319.8,-3.6486821981909543,False
1968-10-05,320.5,-2.968723850088111,True
1968-10-12,320.5,-2.9887834230790986,True
1968-10-19,320.2,-3.308860896647218,True
1968-10-26,319.9,-3.6289562502867057,True
1968-11-02,320.7,-2.84906946350236,True
1968-11-09,320.8,-2.7692005158097004,True
1968-11-16,321.4,-2.189349386735273,True
1968-11-23,321.7,-1.9095160558159137,True
1968-11-30,322.0,-1.6297005025996327,True
1968-12-07,322.4,-1.249902706644889,True
1968-12-14,322.9,-0.7701226475210206,True
1968-12-21,323.3,-0.39036030480798445,True
1968-12-28,323.1,-0.6106156580967195,True
1969-01-04,323.3,-0.43088868698868055,True
1969-01-11,324.0,0.24882062890395673,True
1969-01-18,324.3,0.528512309958046,True
1969-01-25,324.1,0.30818637653999303,True
1969-02-01,324.1,0.2878428490051874,True
1969-02-08,323.9,0.06748174769842308,True
1969-02-15,324.3,0.447103092953796,True
1969-02-22,324.8,0.9267069050945906,True
1969-03-01,325.1,1.2062932044333365,True
1969-03-08,325.5,1.5858620112717858,True
1969-03-15,325.7,1.7654133459011518,True
1969-03-22,325.9,1.9449472286016203,True
1969-03-29,325.8,1.8244636796429177,True
1969-04-05,326.2,2.2039627192837656,True
1969-04-12,327.1,3.0834443677724153,True
1969-04-19,326.5,2.46290864534609,True
1969-04-26,326.5,2.44235557223152,True
1969-05-03,327.5,3.421785168644533,True
1969-05-10,327.8,3.7011974547903606,False
1969-05-17,326.8,2.680592450863344,True
1969-05-24,326.9,2.75997017704708,False
1969-05-31,327.4,3.239330653514685,False
1969-06-07,326.5,2.318673900428223,False
1969-06-14,326.7,2.4979999379390847,False
1969-06-21,326.7,2.477308786188132,False
1969-06-28,326.3,2.0566004653052232,False
1969-07-05,326.1,1.835874995409597,False
1969-07-12,326.0,1.7151323966097038,False
1969-07-19,325.7,1.3943726890033759,False
1969-07-26,325.4,1.073595892677531,False
1969-08-02,324.5,0.15280202770856022,False
1969-08-09,324.5,0.13199111416184905,False
1969-08-16,323.1,-1.2888368279078009,False
1969-08-23,322.5,-1.9096817784563314,False
1969-08-30,323.1,-1.3305437174503822,False
1969-09-06,322.2,-2.25142262486753,False
1969-09-13,322.7,-1.7723184806957875,False
1969-09-20,322.8,-1.6932312649341839,False
1969-09-27,321.9,-2.6141609575923894,False
1969-10-04,321.5,-3.0351075386906814,False
1969-10-11,321.8,-2.756070988260376,False
1969-10-18,322.0,-2.5770512863432486,True
1969-10-25,321.9,-2.698048412991966,True
1969-11-01,322.2,-2.419062348269847,True
1969-11-08,322.6,-2.040093072251011,True
1969-11-15,322.7,-1.9611405650203437,True
1969-11-22,323.1,-1.58220480667336,True
1969-11-29,323.5,-1.2032857773165233,True
1969-12-06,323.9,-0.8243834570667445,True
1969-12-13,323.9,-0.8454978260519397,True
1969-12-20,324.2,-0.566628864410518,True
1969-12-27,324.5,-0.28777655229191623,True
1970-01-03,324.7,-0.10894086985609874,True
1970-01-10,325.4,0.5698782027261018,True
1970-01-17,325.0,0.148680685273348,True
1970-01-24,324.8,-0.07253340240680473,True
1970-01-31,325.5,0.6062359594827171,True
1970-02-07,325.7,0.7849887907282209,True
1970-02-14,326.0,1.0637251111052137,True
1970-02-21,326.3,1.3424449403785275,True
